Price,Close,High,Low,Open,Volume
Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
Date,,,,,
2020-04-08,5.555537223815918,5.62289682818416,5.260439373941714,5.292515346888577,116151600
2020-04-09,5.395157337188721,5.994975941908653,5.292514725253342,5.754407090760774,185771300
2020-04-13,5.430441379547119,5.4817626894376055,5.237986161558662,5.395157749573058,93724000
2020-04-14,5.366288185119629,5.549120385451425,5.327797517575108,5.459308419982124,91017200
2020-04-15,5.254023551940918,5.282891863638251,5.0872293039883925,5.144966233282177,86749600
2020-04-16,5.042324542999268,5.375913426160335,4.981380246575107,5.34704510742249,115633300
2020-04-17,5.17383337020874,5.17383337020874,4.991001463117793,5.051945432148108,116733000
2020-04-20,5.116097927093506,5.237986191735187,4.920435355534014,4.965341348997329,133739400
2020-04-22,5.372704029083252,5.372704029083252,5.061568247418923,5.0840215468951335,114967100
2020-04-23,5.436856269836426,5.590820187432948,5.331006000014039,5.517045886726059,94759000
2020-04-24,5.116097927093506,5.385535417369082,4.901189711264638,5.3534594455531685,161188800
2020-04-27,5.276477813720703,5.302138470435403,5.061569278411563,5.177042233627714,85944900
2020-04-28,5.533083438873291,5.533083438873291,5.334212924342864,5.465724455889279,91613600
2020-04-29,5.837804794311523,5.927616780446664,5.622896580376582,5.709500908178573,94528400
2020-04-30,5.7896904945373535,5.90837140492111,5.6774255125776385,5.767237498145411,80263900
2020-05-04,5.574782371520996,5.651764948670507,5.510631039627439,5.590820663343092,60268400
2020-05-05,5.754406929016113,5.927616178838949,5.731953934761136,5.741576296985722,75043400
2020-05-06,5.542706489562988,5.792897700446514,5.542706489562988,5.731954032655932,67937500
2020-05-07,5.594027996063232,5.7319542387128015,5.565159684262241,5.6934629523787335,81265100
2020-05-08,5.927616119384766,5.959692087340815,5.68063196146085,5.6902549353871255,83232700
2020-05-11,5.821766376495361,6.0719582148753455,5.808936355239039,5.86988002685352,65061500
2020-05-12,5.818559169769287,6.039882712750094,5.8153515112567185,5.94365540456625,71837200
2020-05-13,5.642142295837402,5.885918839272477,5.619689297802304,5.857050524142118,87222300
2020-05-14,5.5811967849731445,5.603649778091947,5.363080945879327,5.5811967849731445,119653200
2020-05-15,5.501007080078125,5.83459614869957,5.501007080078125,5.770444216488317,133733100
2020-05-18,5.946862697601318,5.946862697601318,5.747992164632214,5.805728790713511,116999500
2020-05-19,5.9917683601379395,6.07195797820874,5.905163425789899,5.9372393953778655,80131600
2020-05-20,6.190638542175293,6.2355451462895735,6.1136565788628605,6.123279553701263,74595100
2020-05-21,6.155355453491211,6.341395348960337,6.1168641663811405,6.254790411811368,81327000
2020-05-22,5.988561630249023,6.062335943477882,5.88591900109612,6.030259968918017,71259400
2020-05-25,6.248374938964844,6.27403559246333,6.1778082947935635,6.248374938964844,38033000
2020-05-26,6.309319019317627,6.444037598839642,6.20026109247608,6.408753971979666,68716900
2020-05-27,6.392716884613037,6.392716884613037,6.142525038994572,6.351017937777489,74790800
2020-05-28,6.341394901275635,6.4408298525759635,6.238752291959398,6.315734248946576,65023000
2020-05-29,6.524227619171143,6.524227619171142,6.190638501858206,6.270828122927863,128832600
2020-06-01,6.521018981933594,6.5947932754106064,6.415168722484525,6.4632823655435265,86579500
2020-06-02,6.864230632781982,6.864230632781983,6.6076241202997,6.655737764915355,77235100
2020-06-03,6.886683464050293,7.027817348492624,6.867438129016666,7.011779671264296,86219700
2020-06-04,6.873855113983154,6.986120717240317,6.748759488187117,6.861024479645961,107401400
2020-06-05,7.088763236999512,7.387068751023669,7.075932602857336,7.149707525578222,114137700
2020-06-08,7.226687431335449,7.245932765254576,7.059892905907987,7.233102134776401,82444400
2020-06-09,6.966874122619629,7.069517352447178,6.941213468112307,7.0663096941589805,96488300
2020-06-10,6.864230632781982,7.0246098560329555,6.735927376540841,7.0214021981521535,102551100
2020-06-12,6.607625961303711,6.790458228862484,6.447246693368176,6.614041278852738,116746700
2020-06-15,6.639700412750244,6.764796017242065,6.267620645514588,6.354224965348349,99931000
2020-06-16,6.854607582092285,7.027816807661829,6.7904556545194925,6.915551240308503,94510600
2020-06-17,6.877061367034912,7.008572283121368,6.784041122496681,6.889891386951589,63268700
2020-06-18,6.928382873535156,6.9829118363265215,6.761588327138249,6.793664295568148,56893300
2020-06-19,6.886683464050293,7.12725229326423,6.806493854312315,7.05668565694215,91139800
2020-06-22,6.719888210296631,6.928381031976416,6.7038499244455405,6.928381031976416,45419000
2020-06-23,6.944422721862793,7.079141341927036,6.7808357823706125,6.806496442773402,78950900
2020-06-24,6.735928058624268,6.915552635550739,6.642907806056297,6.89309963990971,65162400
2020-06-25,6.886683464050293,6.886683464050294,6.649322292641656,6.7070589095407085,47263500
2020-06-26,6.684606552124023,6.886684118681532,6.665361215260982,6.803286843210714,55499300
2020-06-29,6.947628498077393,6.947628498077393,6.713474958882861,6.768003923936213,59809600
2020-06-30,6.9123454093933105,6.992535034150997,6.7647967935023425,6.84498641826003,65010600
2020-07-01,6.9636664390563965,7.13687631520084,6.90272276719662,6.976497072162619,78983900
2020-07-02,7.075932502746582,7.124046156502404,7.0117811683382545,7.088763136707229,56345900
2020-07-03,7.050271511077881,7.114423454231306,6.9925348845994515,7.040649147863657,24060000
2020-07-06,7.220273017883301,7.33253860139637,7.1561210810763445,7.181781733439485,58070900
2020-07-07,7.1304612159729,7.207443181561743,7.101592902402299,7.165744846292141,46591300
2020-07-08,7.2651801109313965,7.3004637427184225,7.184990483632379,7.201028776171165,49136300
2020-07-09,7.101593971252441,7.316502220291166,7.075933312194014,7.306879855518236,57151500
2020-07-10,7.220273017883301,7.2651790065692445,7.075931465966754,7.117630408430739,57428300
2020-07-13,7.10800838470459,7.2651799779173025,7.10800838470459,7.252349955919476,55425500
2020-07-14,7.345368385314941,7.364613721018456,7.011779915328535,7.098384231893444,89380500
2020-07-15,7.486502170562744,7.515370479615669,7.329330605606922,7.441596183946276,58390600
2020-07-16,7.287631988525391,7.467257166560275,7.223480663625684,7.4287658821818825,69698700
2020-07-17,7.2940473556518555,7.38706760333565,7.2427260506532845,7.322915666188329,49927600
2020-07-20,7.2940473556518555,7.3485763186876145,7.223480714228374,7.28121733530132,48679800
2020-07-21,7.496126174926758,7.56990048074041,7.422351257314839,7.42555891562825,101769600
