Price,Close,High,Low,Open,Volume
Ticker,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA,ITUB4.SA
Date,,,,,
2020-04-08,17.011281967163086,17.15902360184936,16.138909327750255,16.188155063253973,45041700
2020-04-09,16.532878875732422,17.377110197117496,16.532878875732422,17.20826393284048,41037700
2020-04-13,16.8846435546875,16.8846435546875,16.195188616957214,16.497703775808034,23762970
2020-04-14,17.095705032348633,17.69370350991403,17.095705032348633,17.20826924327035,37142710
2020-04-15,16.46253776550293,17.222347995634838,16.44143307382294,16.779125853410893,38329610
2020-04-16,16.047439575195312,16.75800181487634,16.04040468547068,16.673578710008464,34178430
2020-04-17,16.33588981628418,16.610265335337132,15.906737833539596,16.490664803918055,27680510
2020-04-20,15.92784595489502,16.160010679170103,15.829351561070816,15.98412804392087,31442180
2020-04-22,15.737898826599121,16.272578852107497,15.62533461070262,15.759004986094322,52856320
2020-04-23,15.51276683807373,15.99820101487195,15.365026707597707,15.941918919827932,45600610
2020-04-24,14.6896390914917,15.350954401290407,14.330840390985122,15.294672310075963,75701670
2020-04-27,15.175074577331543,15.576084143684929,14.84441689318908,15.153968422245017,42258370
2020-04-28,16.42735481262207,16.6102723950875,15.89267480580845,16.167050441477404,64094250
2020-04-29,16.64544105529785,16.969063761039234,16.293677308885812,16.884639162969542,34685310
2020-04-30,16.01930046081543,16.41327348507375,15.801205588783057,15.8926650619709,50922410
2020-05-04,15.410355567932129,15.551153568543162,15.332916298338255,15.45259422959983,35246530
2020-05-05,15.980592727661133,16.452268042066482,15.424440060177245,15.628598340717536,57118050
2020-05-06,15.656744003295898,16.03689766162491,15.487786493587354,15.910180267858713,32096790
2020-05-07,15.093557357788086,15.825706811658332,14.875318655057349,15.755307087193813,57420550
2020-05-08,15.713069915771484,16.029866490187132,15.417393408389756,15.501872199494386,39319610
2020-05-11,15.75531005859375,16.212904661336687,15.607472529476775,15.607472529476775,42038150
2020-05-12,15.213239669799805,15.9524303440787,15.199159130017366,15.846831465320093,47573020
2020-05-13,15.206194877624512,15.445552178115813,14.92459892235885,15.304754200482982,38182210
2020-05-14,15.874995231628418,15.903154841547803,14.593730764748814,15.00204584709576,67948870
2020-05-15,15.227320671081543,16.029871661004034,15.227320671081543,15.839792473415232,41544250
2020-05-18,15.959468841552734,16.149546515598164,15.494834691334049,15.804590299136091,54560990
2020-05-19,15.269554138183594,15.994664047747744,15.213234950586976,15.93130533095927,44969980
2020-05-20,15.206194877624512,15.45259170773971,15.037237304465116,15.438512648491914,45535600
2020-05-21,16.079145431518555,16.079145431518555,15.283635670191611,15.290676677553924,66884290
2020-05-22,16.163618087768555,16.438174436721777,15.635625449865564,15.910181798818787,56380720
2020-05-25,16.867624282836914,17.029542425390453,16.466348693417466,16.832423659129187,30974020
2020-05-26,16.198823928833008,17.19145239082872,16.093226539032862,17.12809218451122,58373590
2020-05-27,16.705690383911133,16.705690383911133,16.304415172964017,16.642331684246503,40084110
2020-05-28,16.410024642944336,16.93097806410679,16.410024642944336,16.536743601563316,26310350
2020-05-29,16.21994400024414,16.402982134583617,15.987627674802383,16.318503336511053,59365350
2020-06-01,16.668354034423828,16.802208348060837,15.992037891334085,16.083623277453373,43143430
2020-06-02,17.78849983215332,17.82372566139905,16.78811702583643,16.90788070662128,63591770
2020-06-03,18.260513305664062,18.85933319977212,18.175972496238458,18.52822044918349,64590020
2020-06-04,18.78887939453125,18.901598472374157,17.950529405463218,18.154833842620338,48770260
2020-06-05,19.204540252685547,20.21901242283413,19.148179209587468,19.838586098073325,71132050
2020-06-08,19.97947883605957,20.0640181574456,19.380657534341516,19.451107707874556,34939630
2020-06-09,19.584962844848633,19.894941871406544,19.204536592591317,19.422930234898235,56801800
2020-06-10,18.732532501220703,19.845634885376494,18.655037713367673,19.8033644636057,54169280
2020-06-12,18.359140396118164,18.577534021719103,18.04916287136147,18.25346587042875,59624400
2020-06-15,17.929399490356445,18.309827229184435,17.63351256290319,17.682826065419015,41154410
2020-06-16,18.443683624267578,18.718436857969994,18.105526252969142,18.66912187179987,41812320
2020-06-17,18.676172256469727,18.979105341361635,18.422552691093642,18.44368790122333,39371310
2020-06-18,19.408838272094727,19.66245624884898,18.542309815328668,18.669118064661074,59368650
2020-06-19,19.78927230834961,19.89494686866616,19.429979690127286,19.796316884880067,68300870
2020-06-22,19.176355361938477,19.89494036342026,18.957961736185243,19.7540414884326,32212620
2020-06-23,18.922739028930664,19.549740234575374,18.71139142064602,19.51451587954288,65566050
2020-06-24,18.204153060913086,18.965007014076647,18.035072926565032,18.87342311145896,63100730
2020-06-25,18.422550201416016,18.549359966966612,17.971673662729245,18.338010850412246,51012610
2020-06-26,18.112558364868164,18.471850694154977,17.992794747802133,18.112558364868164,43629740
2020-06-29,18.655033111572266,18.683212893104734,18.14075099003736,18.246425540306568,33844030
2020-06-30,17.929399490356445,18.535265451278185,17.929399490356445,18.471861320836712,50302120
