Price,Close,High,Low,Open,Volume
Ticker,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA,BBDC4.SA
Date,,,,,
2020-04-08,12.51161003112793,12.74620239130126,12.137379631421062,12.232333952060852,45025201
2020-04-09,12.506021499633789,13.003134840381222,12.43340905624635,12.679173703869132,50273467
2020-04-13,12.829986572265625,12.829986572265625,12.176478635259237,12.494854405953937,42999286
2020-04-14,12.970186233520508,13.553875278083845,12.970186233520508,13.209806857051243,41663446
2020-04-15,12.595396995544434,12.939466833410059,12.533956864634055,12.742855294916705,43839147
2020-04-16,12.269758224487305,12.804295385057708,12.23289329934642,12.792007076677413,35433640
2020-04-17,12.50937557220459,12.712129771858407,12.140729252486011,12.583103985354038,32352012
2020-04-20,12.103866577148438,12.337343000980413,12.011705689156507,12.214461344327603,50772084
2020-04-22,12.06086254119873,12.374211639665015,11.901115914176875,11.980988518692236,52473465
2020-04-23,11.888824462890625,12.380351107295605,11.69221295433418,12.226748676421359,51634451
2020-04-24,10.961063385009766,11.808948650888427,10.56784186978639,11.692210459653964,88260909
2020-04-27,11.280559539794922,11.710646087291309,11.15153371734509,11.452593733396226,53192084
2020-04-28,12.269758224487305,12.441793123820625,11.913401535431182,12.01170658448273,69331911
2020-04-29,12.681414604187012,12.736710577766221,12.220607261742067,12.613828903379085,44718333
2020-04-30,11.765938758850098,12.03627932926387,11.70449794570907,11.70449794570907,85093250
2020-05-04,11.243694305419922,11.514034960510068,11.10852433237255,11.495601789100371,53674269
2020-05-05,11.255365371704102,11.710500468815635,11.169258635800388,11.378375298594271,62144511
2020-05-06,11.021647453308105,11.341471543973087,10.880185937954893,11.279966938450256,50904216
2020-05-07,10.54806137084961,11.120055156672992,10.455804102568996,11.101603561070599,85305726
2020-05-08,11.021647453308105,11.15080719587918,10.744875663858403,10.849433990059131,48497526
2020-05-11,10.855583190917969,11.415276559597228,10.855583190917969,10.947840448790789,37148936
2020-05-12,10.517306327819824,11.052397510894153,10.517306327819824,11.021645568257947,49303265
2020-05-13,10.425049781799316,10.769476672560863,10.215933860826228,10.628015171885147,65038105
2020-05-14,10.997044563293457,11.015495446856693,9.908410495155803,10.252837397728031,82827525
2020-05-15,10.523457527160645,11.089301398567208,10.523457527160645,10.910937422961949,48846974
2020-05-18,11.077001571655273,11.113904051224198,10.726424821959593,11.040098382355037,58094641
2020-05-19,10.751021385192871,11.07084677333847,10.751021385192871,11.033943598260926,42144179
2020-05-20,10.861735343933105,10.960142431511963,10.68337134438302,10.824832153792538,33736010
2020-05-21,11.46448040008545,11.562888901445406,10.892486663780998,10.947840736064686,63209795
2020-05-22,11.532137870788574,11.6859004755757,11.21231372524713,11.335322957399113,51975913
2020-05-25,12.350144386291504,12.393196669723636,11.851955796902276,12.048771304956421,50529600
2020-05-26,11.815056800842285,12.633069588904608,11.728950079509742,12.602316934953262,73392187
2020-05-27,12.018023490905762,12.128731637672832,11.796606487640323,12.054926679648986,38394873
2020-05-28,11.747403144836426,12.091829384430344,11.72280172683559,11.913466797297371,44381711
2020-05-29,11.65514850616455,11.747405080902178,11.359925763648608,11.747405080902178,85059733
2020-06-01,12.177935600280762,12.264041619175243,11.556737615698031,11.61824292881021,73584335
2020-06-02,12.725217819213867,12.743687108052853,12.337367016066588,12.417399180211715,57911810
2020-06-03,13.291605949401855,13.544016738375584,13.15000805905318,13.322386678653743,92530636
2020-06-04,13.482453346252441,13.642519116602937,12.934536721297281,13.168478235981235,70904185
2020-06-05,13.72871208190918,14.547508979429766,13.654834900934762,14.368973879565903,88795971
2020-06-08,14.449002265930176,14.46747155449324,13.913397160072657,13.974961455282877,70020280
2020-06-09,14.128878593444824,14.412071666524149,13.931874160545236,14.0734706970849,62607457
2020-06-10,13.470142364501953,14.45516284573622,13.420890914192977,14.405911395427244,74329574
2020-06-12,13.316237449645996,13.445519694434111,13.045355832221203,13.143858755220958,89793858
2020-06-15,13.020727157592773,13.236200832113393,12.805254903896364,12.928382108983486,81559324
2020-06-16,13.56248950958252,13.716398878642398,13.2300450450813,13.537863783201056,63720657
2020-06-17,13.77796459197998,14.04884621675919,13.537866552298498,13.544022985153129,65846627
2020-06-18,13.72871208190918,14.01190510066249,13.513238391558108,13.611739878699685,66061281
2020-06-19,13.765645027160645,14.018055809714603,13.457826375879481,13.94418007223554,89256255
2020-06-22,13.285449028015137,13.839523505670932,13.2238861443805,13.78411563165815,45392424
2020-06-23,13.266982078552246,13.605581514109796,13.137697030213564,13.5440186262012,44536712
2020-06-24,12.836034774780273,13.316233541834825,12.74984616327312,13.193104924218728,55327613
2020-06-25,13.143852233886719,13.260822976089257,12.817564304987147,12.996097922695524,49717932
2020-06-26,12.737533569335938,13.125385881333552,12.700594983274422,12.953007233870627,55023540
2020-06-29,13.180792808532715,13.180792808532715,12.780629041102172,12.860661226258603,59291694
2020-06-30,12.743692398071289,13.106919054368973,12.663660200704097,13.06382402918888,54322829
2020-07-01,13.02688217163086,13.150009363322377,12.780627788247822,12.817566372002492,40633494
2020-07-02,13.069382667541504,13.482229425959694,13.057058756355964,13.322020002646806,45546578
2020-07-03,13.15565013885498,13.180296539301176,12.939983113682324,13.050896893037244,15265844
2020-07-06,13.956697463989258,13.987507245758188,13.389803167838224,13.494555003753266,69057483
2020-07-07,13.377479553222656,13.91972603604149,13.377479553222656,13.833460067265532,67814208
2020-07-08,13.83345890045166,13.919724861951325,13.469906342340488,13.556173725939384,63011960
2020-07-09,13.525365829467773,13.999832239032683,13.469908218003244,13.9074028865918,97748398
2020-07-10,13.72254467010498,13.72254467010498,13.34050625646758,13.51920155174319,83139221
2020-07-13,13.531526565551758,13.919725544483843,13.531526565551758,13.858107403848225,45588807
2020-07-14,13.759517669677734,13.771841583627513,13.377480603532987,13.543852019755535,46757788
2020-07-15,13.987504959106445,14.258628150151667,13.864267274276717,13.925885405642038,57340932
2020-07-16,13.741032600402832,13.913565965809859,13.691736946829566,13.864270312236595,36847041
2020-07-17,13.808804512023926,14.005985587270336,13.771832793771745,13.851938183318138,54564466
2020-07-20,13.938206672668457,14.049121847867058,13.722541120646595,13.839616827924075,48562745
2020-07-21,14.314090728759766,14.468138243921478,14.055289936260369,14.172367128578955,77298188
2020-07-22,14.067611694335938,14.3880305905123,13.895078333156409,14.35722222988329,50483015
2020-07-23,13.864274024963379,14.10458755628803,13.821140316535956,14.10458755628803,37550656
2020-07-24,13.950531959533691,14.086093542739675,13.605465335682668,13.741028340987608,34986303
2020-07-27,14.591375350952148,14.62218513709384,14.067613252841952,14.104584996211981,66450296
2020-07-28,14.492782592773438,14.874819599118906,14.388029340597077,14.425001076659322,51909000
2020-07-29,14.948769569396973,14.973417406497544,14.726941879691822,14.726941879691822,56100440
2020-07-30,14.424999237060547,14.93027529917639,14.289437644219527,14.770065885437173,79453077
2020-07-31,13.82729721069336,14.585210699265115,13.728707335352873,14.542077006635227,92756543
2020-08-03,13.679412841796875,14.018317611166445,13.543851218468925,13.96902195828378,67604394
2020-08-04,13.395088195800781,13.826789791689306,13.154569202895168,13.524598532235775,82536278
2020-08-05,13.456764221191406,13.647946897798176,13.216245135662636,13.586276030816634,45419286
2020-08-06,13.549266815185547,13.728114956626541,13.29641195729356,13.506096230589135,50515322
2020-08-07,13.469097137451172,13.90696607849388,13.271748677721176,13.388924592557615,70822510
2020-08-10,13.586273193359375,13.709616324878757,13.370421645713536,13.536935371425265,35251898
2020-08-11,13.475262641906738,13.845291984966135,13.475262641906738,13.746617778146767,38937074
2020-08-12,13.351920127868652,13.691114811235229,13.216242539185204,13.573938906006237,53486114
2020-08-13,13.074395179748535,13.549267359437184,13.025057366799388,13.41358979714266,39513639
2020-08-14,13.092888832092285,13.240900756875023,12.988047467171317,13.123724946279262,40462037
2020-08-17,12.71053695678711,13.092902319976545,12.581027990415368,13.04356448645114,61115406
2020-08-18,12.846211433410645,13.043559850741762,12.772204709424688,13.006557912064501,50875902
2020-08-19,12.796876907348633,12.98189234156313,12.722870164336403,12.901718369966545,64540311
2020-08-20,12.766040802001953,12.840047545232013,12.507020047328915,12.568692333353965,41295606
2020-08-21,12.766040802001953,12.833880316629507,12.618028738857918,12.747539116194437,29621405
2020-08-24,13.05589485168457,13.210074109798564,12.895548366313387,12.901715593570577,38914326
2020-08-25,13.05589485168457,13.203906882541373,12.914050048084958,13.166904942314003,30182361
2020-08-26,12.784539222717285,13.123733862594676,12.64269442440204,13.043559911238042,46002990
2020-08-27,12.97572135925293,13.166903966744867,12.766037071360259,12.80304043216173,42850335
2020-08-28,13.240910530090332,13.308748608058721,13.018891767385133,13.099065723448275,43992212
2020-08-31,12.790709495544434,13.19157507783693,12.790709495544434,13.136071444688898,57366705
2020-09-01,13.049729347229004,13.148404996371037,12.932553437188805,12.98189126175982,50020311
2020-09-02,13.036750793457031,13.160206060101718,12.90712418807354,13.141687770105015,33742060
2020-09-03,13.54908561706543,13.758958141753217,12.9935426261653,12.999715389379453,129192789
2020-09-04,13.561427116394043,13.851544052121463,13.444146074745444,13.758954055997407,57514809
2020-09-08,13.345380783081055,13.47500876130733,13.271309077258902,13.376244587420645,33833173
2020-09-09,13.308347702026367,13.573775064243408,13.228103214328124,13.45649257704817,35740012
2020-09-10,12.870085716247559,13.370075198882514,12.845396091141291,13.28365794952753,56327799
2020-09-11,12.629347801208496,12.93181023828303,12.549103333528237,12.900946433562591,47278451
2020-09-14,12.777496337890625,12.826878439737634,12.481206575995152,12.752806711560412,68687586
2020-09-15,12.641695976257324,12.820704656612214,12.524414918298318,12.808359132133038,45286791
2020-09-16,12.666388511657715,12.876261027839774,12.592316780683271,12.641697459801785,42998197
2020-09-17,12.697248458862305,12.758974645106825,12.49354876769169,12.51206705094292,30859114
2020-09-18,12.394787788391113,12.660213703783391,12.370096740523346,12.635522655915624,76123157
2020-09-21,12.209613800048828,12.271341457363063,12.036777784162958,12.160231674197442,57832434
2020-09-22,12.283682823181152,12.431829167677098,12.14788343198687,12.234302132942837,30436824
2020-09-23,11.993565559387207,12.277509832297941,11.975045844222144,12.191091142963863,32262351
2020-09-24,12.221956253051758,12.326891819460856,11.968875770997144,11.999738167286674,41345700
2020-09-25,12.209613800048828,12.209613800048828,12.018259486968686,12.154058908466018,20911462
2020-09-28,12.172574043273926,12.715773012736301,12.098502298334374,12.376273834896518,83360409
2020-09-29,11.882452964782715,12.209606503860536,11.84541710482297,12.19108821773238,55956329
2020-09-30,11.981216430664062,12.092324716099837,11.888625005640046,11.944179860654456,39182704
2020-10-01,12.036771774291992,12.086153875487263,11.863936556998457,12.00590938563822,29290107
2020-10-02,12.13499641418457,12.573685133934292,11.94963602768468,11.99288744999234,62918911
2020-10-05,12.308002471923828,12.400684104667382,11.961995320957456,12.184428387580056,41923233
2020-10-06,12.264748573303223,12.579863172570896,12.184424517107672,12.450108927947316,36957998
2020-10-07,12.13499641418457,12.36978842358826,12.097925192473046,12.345073325126739,35786960
2020-10-08,12.759048461914062,12.833193766105483,12.110284180143758,12.147355406258542,79523136
2020-10-09,12.814652442932129,13.061800508565295,12.487180329080946,12.641648226596766,86877032
2020-10-13,12.88879680633545,13.006192057906537,12.740507692250844,12.87026048882734,36440965
2020-10-14,12.901156425476074,13.01855169592095,12.864083784499641,12.932048866975938,34703768
2020-10-15,12.814652442932129,13.012371751026883,12.654005772476461,12.70961472893509,41188642
